sistema,evento_id,motivo_rechazo,detalle,usuario_llave_origen,estacion_id,fecha_original,registro_crudo,archivo_origen,ingerido_en
TU,95a495368d548b659b9cd0020737d754,PARADA_NULA,Código de estación/parada vacío,0000040280,,11/07/2026 07:27:39,"{""fecha"":""11/07/2026"",""hora"":""07:27:39"",""num_tarjeta"":""0000040280"",""cod_parada"":null,""ruta"":""R-138"",""monto_centavos"":""130"",""cod_estado"":""2""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,95d3245d3d0455fbea26912796640ec8,PARADA_NULA,Código de estación/parada vacío,0000013678,,18/06/2026 09:20:30,"{""fecha"":""18/06/2026"",""hora"":""09:20:30"",""num_tarjeta"":""0000013678"",""cod_parada"":null,""ruta"":""R-140"",""monto_centavos"":""130"",""cod_estado"":""2""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,95fdde4ce4412d6aff8953d33eec468c,PARADA_NULA,Código de estación/parada vacío,0000026959,,26/06/2026 22:12:10,"{""fecha"":""26/06/2026"",""hora"":""22:12:10"",""num_tarjeta"":""0000026959"",""cod_parada"":null,""ruta"":""R-105"",""monto_centavos"":""65"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,9606ab2f33f9f3977df6b9b6a88baf7c,PARADA_NULA,Código de estación/parada vacío,0000033211,,06/06/2026 09:49:18,"{""fecha"":""06/06/2026"",""hora"":""09:49:18"",""num_tarjeta"":""0000033211"",""cod_parada"":null,""ruta"":""R-121"",""monto_centavos"":""65"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,960b723be3b7db36f49718dd1b317111,PARADA_NULA,Código de estación/parada vacío,0000047414,,11/06/2026 04:48:31,"{""fecha"":""11/06/2026"",""hora"":""04:48:31"",""num_tarjeta"":""0000047414"",""cod_parada"":null,""ruta"":""R-118"",""monto_centavos"":""130"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,960c1f9a3cacd08bd4b6241e5462a2d0,PARADA_NULA,Código de estación/parada vacío,0000053591,,17/06/2026 11:54:20,"{""fecha"":""17/06/2026"",""hora"":""11:54:20"",""num_tarjeta"":""0000053591"",""cod_parada"":null,""ruta"":""R-136"",""monto_centavos"":""130"",""cod_estado"":""2""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,961adf2d58a8e5c48c5602b9487b87ce,PARADA_NULA,Código de estación/parada vacío,0000021661,,15/06/2026 18:27:49,"{""fecha"":""15/06/2026"",""hora"":""18:27:49"",""num_tarjeta"":""0000021661"",""cod_parada"":null,""ruta"":""R-118"",""monto_centavos"":""130"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,963573fcaa2cf5f487010376572a77ea,PARADA_NULA,Código de estación/parada vacío,0000057018,,25/06/2026 18:26:58,"{""fecha"":""25/06/2026"",""hora"":""18:26:58"",""num_tarjeta"":""0000057018"",""cod_parada"":null,""ruta"":""R-137"",""monto_centavos"":""130"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,96737ecb042cc4fce6e72632e1eccf5e,PARADA_NULA,Código de estación/parada vacío,0000014130,,10/07/2026 15:05:19,"{""fecha"":""10/07/2026"",""hora"":""15:05:19"",""num_tarjeta"":""0000014130"",""cod_parada"":null,""ruta"":""R-138"",""monto_centavos"":""130"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,968ecc0626c42e356792dfafeb6a11f0,PARADA_NULA,Código de estación/parada vacío,0000041418,,29/06/2026 07:38:48,"{""fecha"":""29/06/2026"",""hora"":""07:38:48"",""num_tarjeta"":""0000041418"",""cod_parada"":null,""ruta"":""R-104"",""monto_centavos"":""130"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,9699212dbd815a8928a1da10e3ac28d6,PARADA_NULA,Código de estación/parada vacío,0000027771,,01/07/2026 09:59:33,"{""fecha"":""01/07/2026"",""hora"":""09:59:33"",""num_tarjeta"":""0000027771"",""cod_parada"":null,""ruta"":""R-132"",""monto_centavos"":""130"",""cod_estado"":""3""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,969982a469d510d94fd49be9f68b4f40,PARADA_NULA,Código de estación/parada vacío,0000055511,,11/06/2026 15:27:48,"{""fecha"":""11/06/2026"",""hora"":""15:27:48"",""num_tarjeta"":""0000055511"",""cod_parada"":null,""ruta"":""R-112"",""monto_centavos"":""130"",""cod_estado"":""3""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,9699ec716202a1f97c0f3e2e62a1aa7e,PARADA_NULA,Código de estación/parada vacío,0000058834,,09/07/2026 18:28:02,"{""fecha"":""09/07/2026"",""hora"":""18:28:02"",""num_tarjeta"":""0000058834"",""cod_parada"":null,""ruta"":""R-105"",""monto_centavos"":""130"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,96be2e726c0a9f999874cd95b791b335,PARADA_NULA,Código de estación/parada vacío,0000021094,,06/07/2026 22:03:49,"{""fecha"":""06/07/2026"",""hora"":""22:03:49"",""num_tarjeta"":""0000021094"",""cod_parada"":null,""ruta"":""R-122"",""monto_centavos"":""130"",""cod_estado"":""2""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,96f18177aecf88d51a0526b9d9504829,PARADA_NULA,Código de estación/parada vacío,0000034982,,18/06/2026 06:55:27,"{""fecha"":""18/06/2026"",""hora"":""06:55:27"",""num_tarjeta"":""0000034982"",""cod_parada"":null,""ruta"":""R-139"",""monto_centavos"":""130"",""cod_estado"":""3""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,970af0d116d274220fe3cedd19ec2c86,PARADA_NULA,Código de estación/parada vacío,0000023190,,15/06/2026 16:17:44,"{""fecha"":""15/06/2026"",""hora"":""16:17:44"",""num_tarjeta"":""0000023190"",""cod_parada"":null,""ruta"":""R-139"",""monto_centavos"":""130"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,97180769d9a072ac962cb9514bf4148b,PARADA_NULA,Código de estación/parada vacío,0000019053,,19/06/2026 17:34:06,"{""fecha"":""19/06/2026"",""hora"":""17:34:06"",""num_tarjeta"":""0000019053"",""cod_parada"":null,""ruta"":""R-116"",""monto_centavos"":""130"",""cod_estado"":""3""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,972365283c99c88ad2c5b6dc5793e0cb,PARADA_NULA,Código de estación/parada vacío,0000019271,,30/06/2026 22:04:20,"{""fecha"":""30/06/2026"",""hora"":""22:04:20"",""num_tarjeta"":""0000019271"",""cod_parada"":null,""ruta"":""R-103"",""monto_centavos"":""130"",""cod_estado"":""2""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,97253de7207acd409389f3d98ba2280b,PARADA_NULA,Código de estación/parada vacío,0000049061,,30/06/2026 17:37:49,"{""fecha"":""30/06/2026"",""hora"":""17:37:49"",""num_tarjeta"":""0000049061"",""cod_parada"":null,""ruta"":""R-115"",""monto_centavos"":""130"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,972b1d7f7abe896e5973ad6351575537,PARADA_NULA,Código de estación/parada vacío,0000008601,,03/07/2026 20:35:08,"{""fecha"":""03/07/2026"",""hora"":""20:35:08"",""num_tarjeta"":""0000008601"",""cod_parada"":null,""ruta"":""R-104"",""monto_centavos"":""130"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,973690d05ae2c08af635bee1c566ca7c,PARADA_NULA,Código de estación/parada vacío,0000042700,,07/07/2026 19:11:54,"{""fecha"":""07/07/2026"",""hora"":""19:11:54"",""num_tarjeta"":""0000042700"",""cod_parada"":null,""ruta"":""R-133"",""monto_centavos"":""130"",""cod_estado"":""2""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,97424c343f200935e06fe2396f8a76fb,PARADA_NULA,Código de estación/parada vacío,0000039410,,08/06/2026 08:15:44,"{""fecha"":""08/06/2026"",""hora"":""08:15:44"",""num_tarjeta"":""0000039410"",""cod_parada"":null,""ruta"":""R-107"",""monto_centavos"":""130"",""cod_estado"":""2""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,97485e73c8e464658506bb861b69bdef,PARADA_NULA,Código de estación/parada vacío,0000050912,,07/07/2026 16:36:05,"{""fecha"":""07/07/2026"",""hora"":""16:36:05"",""num_tarjeta"":""0000050912"",""cod_parada"":null,""ruta"":""R-129"",""monto_centavos"":""130"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,9759f6197ae5b776376d90fc3fa41eed,PARADA_NULA,Código de estación/parada vacío,0000056694,,06/06/2026 18:16:38,"{""fecha"":""06/06/2026"",""hora"":""18:16:38"",""num_tarjeta"":""0000056694"",""cod_parada"":null,""ruta"":""R-125"",""monto_centavos"":""65"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,976c472b536ac9423a2aa5f69e74eddf,PARADA_NULA,Código de estación/parada vacío,0000013708,,29/06/2026 11:41:11,"{""fecha"":""29/06/2026"",""hora"":""11:41:11"",""num_tarjeta"":""0000013708"",""cod_parada"":null,""ruta"":""R-141"",""monto_centavos"":""130"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,9772d5aecfacf0eaf2077432f0d73af6,PARADA_NULA,Código de estación/parada vacío,0000014273,,29/06/2026 04:53:11,"{""fecha"":""29/06/2026"",""hora"":""04:53:11"",""num_tarjeta"":""0000014273"",""cod_parada"":null,""ruta"":""R-106"",""monto_centavos"":""130"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,978468cf22e149972e45902012405f20,PARADA_NULA,Código de estación/parada vacío,0000039944,,30/06/2026 07:42:50,"{""fecha"":""30/06/2026"",""hora"":""07:42:50"",""num_tarjeta"":""0000039944"",""cod_parada"":null,""ruta"":""R-103"",""monto_centavos"":""65"",""cod_estado"":""2""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,978bb73060fd98d920f04d5ae9a0172f,PARADA_NULA,Código de estación/parada vacío,0000057050,,10/06/2026 18:14:40,"{""fecha"":""10/06/2026"",""hora"":""18:14:40"",""num_tarjeta"":""0000057050"",""cod_parada"":null,""ruta"":""R-111"",""monto_centavos"":""130"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,97a698a081530170f10e77239c9a5cc1,PARADA_NULA,Código de estación/parada vacío,0000050508,,24/06/2026 04:09:54,"{""fecha"":""24/06/2026"",""hora"":""04:09:54"",""num_tarjeta"":""0000050508"",""cod_parada"":null,""ruta"":""R-115"",""monto_centavos"":""65"",""cod_estado"":""3""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,97b52f3d11e5c0486b0bc9692d077e0c,PARADA_NULA,Código de estación/parada vacío,0000031718,,20/06/2026 12:10:46,"{""fecha"":""20/06/2026"",""hora"":""12:10:46"",""num_tarjeta"":""0000031718"",""cod_parada"":null,""ruta"":""R-137"",""monto_centavos"":""65"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,97c75c4a978b462c96b94f90772d3639,PARADA_NULA,Código de estación/parada vacío,0000026066,,29/06/2026 18:18:52,"{""fecha"":""29/06/2026"",""hora"":""18:18:52"",""num_tarjeta"":""0000026066"",""cod_parada"":null,""ruta"":""R-103"",""monto_centavos"":""130"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,97d6c0f31289494cadbd5e2bf88ea941,PARADA_NULA,Código de estación/parada vacío,0000003058,,30/06/2026 04:15:16,"{""fecha"":""30/06/2026"",""hora"":""04:15:16"",""num_tarjeta"":""0000003058"",""cod_parada"":null,""ruta"":""R-105"",""monto_centavos"":""130"",""cod_estado"":""2""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,97e78573326e7b3bbd26bef8a4164140,PARADA_NULA,Código de estación/parada vacío,0000043763,,17/06/2026 06:18:36,"{""fecha"":""17/06/2026"",""hora"":""06:18:36"",""num_tarjeta"":""0000043763"",""cod_parada"":null,""ruta"":""R-104"",""monto_centavos"":""130"",""cod_estado"":""2""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,97fdb314604ef9d3ce915f6e316e92b4,PARADA_NULA,Código de estación/parada vacío,0000035597,,09/06/2026 06:37:26,"{""fecha"":""09/06/2026"",""hora"":""06:37:26"",""num_tarjeta"":""0000035597"",""cod_parada"":null,""ruta"":""R-136"",""monto_centavos"":""130"",""cod_estado"":""3""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,98087f4f02718da2be4cd399ae57aeac,PARADA_NULA,Código de estación/parada vacío,0000036701,,06/07/2026 11:53:59,"{""fecha"":""06/07/2026"",""hora"":""11:53:59"",""num_tarjeta"":""0000036701"",""cod_parada"":null,""ruta"":""R-129"",""monto_centavos"":""130"",""cod_estado"":""3""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,9809706ce86f91d82d3239c5d52a8e07,PARADA_NULA,Código de estación/parada vacío,0000000463,,23/06/2026 18:21:42,"{""fecha"":""23/06/2026"",""hora"":""18:21:42"",""num_tarjeta"":""0000000463"",""cod_parada"":null,""ruta"":""R-122"",""monto_centavos"":""130"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,9820068d356ffa440cc2b0560b577fd8,PARADA_NULA,Código de estación/parada vacío,0000054651,,03/06/2026 14:36:15,"{""fecha"":""03/06/2026"",""hora"":""14:36:15"",""num_tarjeta"":""0000054651"",""cod_parada"":null,""ruta"":""R-132"",""monto_centavos"":""130"",""cod_estado"":""3""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,982a4a640007c043a54e9fef7ab94104,PARADA_NULA,Código de estación/parada vacío,0000059770,,19/06/2026 18:30:23,"{""fecha"":""19/06/2026"",""hora"":""18:30:23"",""num_tarjeta"":""0000059770"",""cod_parada"":null,""ruta"":""R-110"",""monto_centavos"":""130"",""cod_estado"":""2""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,982b73bde3487f50728bbd1ef32a6d21,PARADA_NULA,Código de estación/parada vacío,0000003709,,06/07/2026 13:19:35,"{""fecha"":""06/07/2026"",""hora"":""13:19:35"",""num_tarjeta"":""0000003709"",""cod_parada"":null,""ruta"":""R-131"",""monto_centavos"":""130"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,98306b8008072b053a6d042e70ef7d6a,PARADA_NULA,Código de estación/parada vacío,0000003298,,25/06/2026 15:18:46,"{""fecha"":""25/06/2026"",""hora"":""15:18:46"",""num_tarjeta"":""0000003298"",""cod_parada"":null,""ruta"":""R-133"",""monto_centavos"":""130"",""cod_estado"":""7""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,9870663c614c5835b8b66b15ada33245,PARADA_NULA,Código de estación/parada vacío,0000024243,,15/06/2026 09:54:26,"{""fecha"":""15/06/2026"",""hora"":""09:54:26"",""num_tarjeta"":""0000024243"",""cod_parada"":null,""ruta"":""R-130"",""monto_centavos"":""65"",""cod_estado"":""2""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,98706e98c7de4450a9f4a07a94557b56,PARADA_NULA,Código de estación/parada vacío,0000001074,,01/06/2026 06:40:00,"{""fecha"":""01/06/2026"",""hora"":""06:40:00"",""num_tarjeta"":""0000001074"",""cod_parada"":null,""ruta"":""R-121"",""monto_centavos"":""65"",""cod_estado"":""7""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,987c7122c8accebf9bbaccac25aec301,PARADA_NULA,Código de estación/parada vacío,0000010949,,27/06/2026 08:52:46,"{""fecha"":""27/06/2026"",""hora"":""08:52:46"",""num_tarjeta"":""0000010949"",""cod_parada"":null,""ruta"":""R-125"",""monto_centavos"":""65"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,988178fd8c373457af579bf3cb808188,PARADA_NULA,Código de estación/parada vacío,0000047436,,24/06/2026 04:23:45,"{""fecha"":""24/06/2026"",""hora"":""04:23:45"",""num_tarjeta"":""0000047436"",""cod_parada"":null,""ruta"":""R-135"",""monto_centavos"":""130"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,9889c39687a07447682bbd7b778bc75d,PARADA_NULA,Código de estación/parada vacío,0000055173,,05/06/2026 17:36:58,"{""fecha"":""05/06/2026"",""hora"":""17:36:58"",""num_tarjeta"":""0000055173"",""cod_parada"":null,""ruta"":""R-115"",""monto_centavos"":""130"",""cod_estado"":""2""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,989a1c52ad2cd2d9e602a02bce1ee89a,PARADA_NULA,Código de estación/parada vacío,0000058743,,17/06/2026 06:54:27,"{""fecha"":""17/06/2026"",""hora"":""06:54:27"",""num_tarjeta"":""0000058743"",""cod_parada"":null,""ruta"":""R-101"",""monto_centavos"":""130"",""cod_estado"":""2""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,989be345f5ac1c8f01111bdb29cf9a2c,PARADA_NULA,Código de estación/parada vacío,0000055492,,05/06/2026 18:36:43,"{""fecha"":""05/06/2026"",""hora"":""18:36:43"",""num_tarjeta"":""0000055492"",""cod_parada"":null,""ruta"":""R-132"",""monto_centavos"":""65"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,98a7d1c26dd479a8f4c3ff8ebbd3b749,PARADA_NULA,Código de estación/parada vacío,0000007389,,14/06/2026 09:48:47,"{""fecha"":""14/06/2026"",""hora"":""09:48:47"",""num_tarjeta"":""0000007389"",""cod_parada"":null,""ruta"":""R-125"",""monto_centavos"":""65"",""cod_estado"":""3""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,98c69e8f1e772ecd47bd94e4237264c4,PARADA_NULA,Código de estación/parada vacío,0000046927,,16/06/2026 16:28:24,"{""fecha"":""16/06/2026"",""hora"":""16:28:24"",""num_tarjeta"":""0000046927"",""cod_parada"":null,""ruta"":""R-108"",""monto_centavos"":""130"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,98e2621a18ad1c26267350885bbedb01,PARADA_NULA,Código de estación/parada vacío,0000041544,,19/06/2026 08:13:01,"{""fecha"":""19/06/2026"",""hora"":""08:13:01"",""num_tarjeta"":""0000041544"",""cod_parada"":null,""ruta"":""R-133"",""monto_centavos"":""65"",""cod_estado"":""2""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,98ff2a22bbaadcd804b996b7ae54df8c,PARADA_NULA,Código de estación/parada vacío,0000058271,,16/06/2026 07:01:08,"{""fecha"":""16/06/2026"",""hora"":""07:01:08"",""num_tarjeta"":""0000058271"",""cod_parada"":null,""ruta"":""R-141"",""monto_centavos"":""130"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,990478f1b4122aaf4150a84792de35b9,PARADA_NULA,Código de estación/parada vacío,0000046284,,10/06/2026 12:16:18,"{""fecha"":""10/06/2026"",""hora"":""12:16:18"",""num_tarjeta"":""0000046284"",""cod_parada"":null,""ruta"":""R-116"",""monto_centavos"":""65"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,99074e4723fc1a4ca9f888104ec75b1d,PARADA_NULA,Código de estación/parada vacío,0000030645,,17/06/2026 04:06:49,"{""fecha"":""17/06/2026"",""hora"":""04:06:49"",""num_tarjeta"":""0000030645"",""cod_parada"":null,""ruta"":""R-138"",""monto_centavos"":""130"",""cod_estado"":""3""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,9909e2b0cd40ed7243d8163c18ac903c,PARADA_NULA,Código de estación/parada vacío,0000006056,,28/06/2026 07:15:04,"{""fecha"":""28/06/2026"",""hora"":""07:15:04"",""num_tarjeta"":""0000006056"",""cod_parada"":null,""ruta"":""R-127"",""monto_centavos"":""65"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,990cb64a0bc5fb6b14693d05bf04a56a,PARADA_NULA,Código de estación/parada vacío,0000052030,,01/07/2026 08:34:44,"{""fecha"":""01/07/2026"",""hora"":""08:34:44"",""num_tarjeta"":""0000052030"",""cod_parada"":null,""ruta"":""R-129"",""monto_centavos"":""65"",""cod_estado"":""7""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,990f643bee9e5f1436dd738e6dc51359,PARADA_NULA,Código de estación/parada vacío,0000027885,,01/07/2026 07:43:59,"{""fecha"":""01/07/2026"",""hora"":""07:43:59"",""num_tarjeta"":""0000027885"",""cod_parada"":null,""ruta"":""R-111"",""monto_centavos"":""130"",""cod_estado"":""2""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,9934f9b6f2180c69df2c827cd65f691e,PARADA_NULA,Código de estación/parada vacío,0000035344,,13/07/2026 11:17:06,"{""fecha"":""13/07/2026"",""hora"":""11:17:06"",""num_tarjeta"":""0000035344"",""cod_parada"":null,""ruta"":""R-136"",""monto_centavos"":""130"",""cod_estado"":""2""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,9958a71d492e46be8ed40111cdba6213,PARADA_NULA,Código de estación/parada vacío,0000030501,,12/06/2026 18:50:42,"{""fecha"":""12/06/2026"",""hora"":""18:50:42"",""num_tarjeta"":""0000030501"",""cod_parada"":null,""ruta"":""R-106"",""monto_centavos"":""130"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,996052ca0b73547a15641f22fecb4f55,PARADA_NULA,Código de estación/parada vacío,0000022908,,15/06/2026 07:56:01,"{""fecha"":""15/06/2026"",""hora"":""07:56:01"",""num_tarjeta"":""0000022908"",""cod_parada"":null,""ruta"":""R-109"",""monto_centavos"":""65"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,9971950ebb063d78293f8ec300095b79,PARADA_NULA,Código de estación/parada vacío,0000010878,,06/07/2026 22:52:19,"{""fecha"":""06/07/2026"",""hora"":""22:52:19"",""num_tarjeta"":""0000010878"",""cod_parada"":null,""ruta"":""R-116"",""monto_centavos"":""130"",""cod_estado"":""2""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,99792e12697b601151c88171a4f50540,PARADA_NULA,Código de estación/parada vacío,0000016936,,15/06/2026 07:09:04,"{""fecha"":""15/06/2026"",""hora"":""07:09:04"",""num_tarjeta"":""0000016936"",""cod_parada"":null,""ruta"":""R-124"",""monto_centavos"":""65"",""cod_estado"":""2""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,997b5ed15e01cc85fdff84a56bb34069,PARADA_NULA,Código de estación/parada vacío,0000014893,,14/07/2026 20:42:12,"{""fecha"":""14/07/2026"",""hora"":""20:42:12"",""num_tarjeta"":""0000014893"",""cod_parada"":null,""ruta"":""R-121"",""monto_centavos"":""65"",""cod_estado"":""2""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,9996cc4fa48306da7305d258c6fefeab,PARADA_NULA,Código de estación/parada vacío,0000030546,,15/07/2026 11:36:20,"{""fecha"":""15/07/2026"",""hora"":""11:36:20"",""num_tarjeta"":""0000030546"",""cod_parada"":null,""ruta"":""R-101"",""monto_centavos"":""130"",""cod_estado"":""3""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,999a8411c79939cd629916e83c3d0134,PARADA_NULA,Código de estación/parada vacío,0000013324,,22/06/2026 13:47:05,"{""fecha"":""22/06/2026"",""hora"":""13:47:05"",""num_tarjeta"":""0000013324"",""cod_parada"":null,""ruta"":""R-124"",""monto_centavos"":""130"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,99a9d9a9f08e7768452d7d90d2aafcbc,PARADA_NULA,Código de estación/parada vacío,0000034190,,08/07/2026 04:25:08,"{""fecha"":""08/07/2026"",""hora"":""04:25:08"",""num_tarjeta"":""0000034190"",""cod_parada"":null,""ruta"":""R-118"",""monto_centavos"":""130"",""cod_estado"":""2""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,99b41d199689e9ce1673136581b1fae0,PARADA_NULA,Código de estación/parada vacío,0000037988,,24/06/2026 07:03:35,"{""fecha"":""24/06/2026"",""hora"":""07:03:35"",""num_tarjeta"":""0000037988"",""cod_parada"":null,""ruta"":""R-122"",""monto_centavos"":""130"",""cod_estado"":""2""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,99f71f8fd3b95ac1e8338daf3e2dbf8f,PARADA_NULA,Código de estación/parada vacío,0000041862,,09/07/2026 04:21:50,"{""fecha"":""09/07/2026"",""hora"":""04:21:50"",""num_tarjeta"":""0000041862"",""cod_parada"":null,""ruta"":""R-139"",""monto_centavos"":""130"",""cod_estado"":""2""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,99f79ab54c92f1e25feec3d4bb2f5cda,PARADA_NULA,Código de estación/parada vacío,0000050766,,10/06/2026 15:40:29,"{""fecha"":""10/06/2026"",""hora"":""15:40:29"",""num_tarjeta"":""0000050766"",""cod_parada"":null,""ruta"":""R-118"",""monto_centavos"":""130"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,99f80b2b3491fd1ea73d45934e07c665,PARADA_NULA,Código de estación/parada vacío,0000038633,,14/07/2026 13:12:00,"{""fecha"":""14/07/2026"",""hora"":""13:12:00"",""num_tarjeta"":""0000038633"",""cod_parada"":null,""ruta"":""R-105"",""monto_centavos"":""130"",""cod_estado"":""2""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,9a00805d61a986909da69064e1a76731,PARADA_NULA,Código de estación/parada vacío,0000015116,,09/07/2026 18:10:11,"{""fecha"":""09/07/2026"",""hora"":""18:10:11"",""num_tarjeta"":""0000015116"",""cod_parada"":null,""ruta"":""R-129"",""monto_centavos"":""65"",""cod_estado"":""2""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,9a06c0f2b5e0cac22edd6afbc780de51,PARADA_NULA,Código de estación/parada vacío,0000034303,,19/06/2026 14:33:26,"{""fecha"":""19/06/2026"",""hora"":""14:33:26"",""num_tarjeta"":""0000034303"",""cod_parada"":null,""ruta"":""R-125"",""monto_centavos"":""130"",""cod_estado"":""7""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,9a09acf328d99100c2605e1e2e1078c1,PARADA_NULA,Código de estación/parada vacío,0000022391,,28/06/2026 17:09:38,"{""fecha"":""28/06/2026"",""hora"":""17:09:38"",""num_tarjeta"":""0000022391"",""cod_parada"":null,""ruta"":""R-125"",""monto_centavos"":""130"",""cod_estado"":""1""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
TU,9a0bb403fd6f1822a9a945e37be751ef,PARADA_NULA,Código de estación/parada vacío,0000005970,,26/06/2026 06:06:25,"{""fecha"":""26/06/2026"",""hora"":""06:06:25"",""num_tarjeta"":""0000005970"",""cod_parada"":null,""ruta"":""R-105"",""monto_centavos"":""130"",""cod_estado"":""3""}",transurbano_transacciones.csv,2026-09-23 20:31:32.223327
